/app/Repos/pandas/scripts/json_manip.py,176,239,denorm,None,[queries:Any;iterable_of_things:Any;default:Any],/app/Repos/pandas/scripts/json_manip.py,204,236,_denorm,None,[queries:Any;thing:Any],100
/app/Repos/pandas/pandas/stats/moments.py,548,563,_rolling_func,None,[func:Any;desc:Any;check_minp:Any],/app/Repos/pandas/pandas/stats/moments.py,846,879,expanding_quantile,None,[arg:Any;quantile:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any],21,70
/app/Repos/pandas/pandas/stats/moments.py,549,561,f,None,[arg:Any;window:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any;**kwargs:Any],/app/Repos/pandas/pandas/stats/moments.py,846,879,expanding_quantile,None,[arg:Any;quantile:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any],21,70
/app/Repos/pandas/pandas/stats/moments.py,580,623,rolling_quantile,None,[arg:Any;window:Any;quantile:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any],/app/Repos/pandas/pandas/stats/moments.py,846,879,expanding_quantile,None,[arg:Any;quantile:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any],21,74
/app/Repos/pandas/pandas/stats/moments.py,623,670,rolling_apply,None,[arg:Any;window:Any;func:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/stats/moments.py,846,879,expanding_quantile,None,[arg:Any;quantile:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any],21,70
/app/Repos/pandas/pandas/computation/tests/test_eval.py,1198,1206,test_date_boolean,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12605,12616,test_date_query_no_attribute_access,None,[self:Any],23,73
/app/Repos/pandas/pandas/tests/test_frame.py,1004,1017,test_ix_multi_take,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,1017,1024,test_ix_multi_take_nonint_index,None,[self:Any],20,79
/app/Repos/pandas/pandas/tests/test_series.py,4917,4930,_check_align,None,[a:Any;b:Any;how:Any;method:Any;limit:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8555,8578,_check_align,None,[self:Any;a:Any;b:Any;axis:Any;fill_axis:Any;how:Any;method:Any;limit:Any],25,89
/app/Repos/pandas/pandas/tests/test_frame.py,1087,1136,test_setitem_fancy_1d,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,1183,1199,test_setitem_fancy_boolean,None,[self:Any],24,70
/app/Repos/pandas/pandas/tests/test_series.py,4276,4310,test_tshift,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9118,9154,test_tshift,None,[self:Any],22,81
/app/Repos/pandas/pandas/tests/test_series.py,4417,4496,test_getitem_setitem_datetimeindex,None,[self:Any],/app/Repos/pandas/pandas/tests/test_series.py,4528,4572,test_getitem_setitem_periodindex,None,[self:Any],52,89
/app/Repos/pandas/pandas/tests/test_frame.py,737,835,test_setitem_fancy_2d,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,1183,1199,test_setitem_fancy_boolean,None,[self:Any],21,76
/app/Repos/pandas/pandas/tests/test_frame.py,1597,1624,test_irow,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,1624,1649,test_icol,None,[self:Any],39,82
/app/Repos/pandas/pandas/tests/test_frame.py,1004,1017,test_ix_multi_take,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10967,10996,test_reindex_multi,None,[self:Any],15,70
/app/Repos/pandas/pandas/tests/test_frame.py,1004,1017,test_ix_multi_take,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,2128,2137,test_set_index_multiindexcolumns,None,[self:Any],10,79
/app/Repos/pandas/pandas/stats/tests/test_ols.py,312,319,test_y_predict,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_ols.py,319,346,test_predict,None,[self:Any],52,80
/app/Repos/pandas/pandas/stats/tests/test_ols.py,410,421,test_plm_ctor,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_ols.py,431,439,test_plm_lagged_y_predict,None,[self:Any],61,76
/app/Repos/pandas/pandas/tests/test_frame.py,2948,2953,test_constructor_tuples,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12117,12132,test_isin_df,None,[self:Any],11,76
/app/Repos/pandas/pandas/stats/tests/test_ols.py,421,431,test_plm_attrs,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_ols.py,431,439,test_plm_lagged_y_predict,None,[self:Any],52,80
/app/Repos/pandas/pandas/computation/tests/test_eval.py,1198,1206,test_date_boolean,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12593,12605,test_date_query_with_attribute_access,None,[self:Any],23,73
/app/Repos/pandas/pandas/tests/test_series.py,5585,5592,test_pct_change_shift_over_nas,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9041,9051,test_pct_change_shift_over_nas,None,[self:Any],60,88
/app/Repos/pandas/pandas/stats/moments.py,548,563,_rolling_func,None,[func:Any;desc:Any;check_minp:Any],/app/Repos/pandas/pandas/stats/moments.py,781,798,_expanding_func,None,[func:Any;desc:Any;check_minp:Any],69,93
/app/Repos/pandas/pandas/stats/moments.py,549,561,f,None,[arg:Any;window:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any;**kwargs:Any],/app/Repos/pandas/pandas/stats/moments.py,781,798,_expanding_func,None,[func:Any;desc:Any;check_minp:Any],68,94
/app/Repos/pandas/pandas/stats/moments.py,580,623,rolling_quantile,None,[arg:Any;window:Any;quantile:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any],/app/Repos/pandas/pandas/stats/moments.py,781,798,_expanding_func,None,[func:Any;desc:Any;check_minp:Any],32,79
/app/Repos/pandas/pandas/stats/moments.py,623,670,rolling_apply,None,[arg:Any;window:Any;func:Any;min_periods:Any;freq:Any;center:Any;time_rule:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/stats/moments.py,781,798,_expanding_func,None,[func:Any;desc:Any;check_minp:Any],27,71
/app/Repos/pandas/pandas/stats/tests/test_var.py,54,60,test_rmse,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_var.py,66,73,test_llf,None,[self:Any],31,82
/app/Repos/pandas/pandas/stats/tests/test_var.py,60,66,test_rsquared,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_var.py,66,73,test_llf,None,[self:Any],31,82
/app/Repos/pandas/pandas/tests/test_frame.py,1136,1145,test_getitem_fancy_scalar,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,1145,1159,test_setitem_fancy_scalar,None,[self:Any],28,86
/app/Repos/pandas/pandas/tests/test_frame.py,1715,1726,test_reverse_reindex_ffill_raises,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,1726,1738,test_reversed_reindex_ffill_raises,None,[self:Any],58,83
/app/Repos/pandas/pandas/tests/test_frame.py,320,332,test_getitem_boolean_list,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,3309,3383,test_column_dups_indexing,None,[self:Any],11,71
/app/Repos/pandas/pandas/sparse/tests/test_sparse.py,1257,1271,test_apply_nonuq,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9212,9222,test_apply_standard_nonunique,None,[self:Any],44,82
/app/Repos/pandas/pandas/tests/test_frame.py,2948,2953,test_constructor_tuples,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12160,12170,test_isin_against_series,None,[self:Any],11,71
/app/Repos/pandas/pandas/tests/test_frame.py,4711,4754,test_logical_operators,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4721,4728,_check_unary_op,None,[op:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,4714,4721,_check_bin_op,None,[op:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4721,4728,_check_unary_op,None,[op:Any],60,96
/app/Repos/pandas/pandas/tests/test_frame.py,5559,5726,test_to_csv_moar,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,5563,5641,_do_test,None,[df:Any;path:Any;r_dtype:Any;c_dtype:Any;rnlvl:Any;cnlvl:Any;dupe_col:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,4604,4629,test_comparison_invalid,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4606,4618,check,None,[df:Any;df2:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,3889,3904,test_from_records_tuples_generator,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,3904,3919,test_from_records_lists_generator,None,[self:Any],75
/app/Repos/pandas/pandas/tests/test_frame.py,4082,4147,test_from_records_sequencelike,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4216,4225,test_from_records_len0_with_columns,None,[self:Any],12,72
/app/Repos/pandas/pandas/tests/test_frame.py,4711,4754,test_logical_operators,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4714,4721,_check_bin_op,None,[op:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,6868,6908,test_drop_duplicates,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,6983,7033,test_drop_duplicates_inplace,None,[self:Any],25,74
/app/Repos/pandas/pandas/tests/test_frame.py,6908,6930,test_drop_duplicates_tuple,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,6983,7033,test_drop_duplicates_inplace,None,[self:Any],38,80
/app/Repos/pandas/pandas/tests/test_frame.py,7539,7578,test_regex_replace_list_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7578,7617,test_regex_replace_list_mixed_inplace,None,[self:Any],60,86
/app/Repos/pandas/pandas/tests/test_frame.py,6573,6586,test_corr_nooverlap,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,6586,6597,test_corr_constant,None,[self:Any],48,87
/app/Repos/pandas/pandas/tests/test_frame.py,7491,7539,test_regex_replace_list_obj_inplace,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7578,7617,test_regex_replace_list_mixed_inplace,None,[self:Any],12,75
/app/Repos/pandas/pandas/tests/test_frame.py,7617,7673,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7755,7763,test_regex_replace_numeric_to_object_conversion,None,[self:Any],26,71
/app/Repos/pandas/pandas/tests/test_frame.py,7709,7724,test_regex_replace_str_to_numeric,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7755,7763,test_regex_replace_numeric_to_object_conversion,None,[self:Any],40,71
/app/Repos/pandas/pandas/tests/test_frame.py,7153,7160,test_ffill,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7241,7264,test_replace_inplace,None,[self:Any],35,81
/app/Repos/pandas/pandas/tests/test_frame.py,7160,7167,test_bfill,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7241,7264,test_replace_inplace,None,[self:Any],35,81
/app/Repos/pandas/pandas/tests/test_frame.py,8644,8766,test_where,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8647,8653,_safe_add,None,[df:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,8811,8842,test_where_align,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8813,8821,create,None,[],100
/app/Repos/pandas/pandas/tests/test_frame.py,6908,6930,test_drop_duplicates_tuple,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,6930,6983,test_drop_duplicates_NA,None,[self:Any],34,78
/app/Repos/pandas/pandas/tests/test_frame.py,7617,7673,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7673,7690,test_regex_replace_dict_nested,None,[self:Any],53,85
/app/Repos/pandas/pandas/tests/test_frame.py,7449,7491,test_regex_replace_list_obj,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7779,7803,test_replace_list,None,[self:Any],50,88
/app/Repos/pandas/pandas/tests/test_frame.py,5517,5559,test_to_csv_new_dupe_cols,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,5519,5547,_check_df,None,[df:Any;cols:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,5766,5908,test_to_csv_multiindex,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,5812,5823,_make_frame,None,[names:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,7491,7539,test_regex_replace_list_obj_inplace,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7779,7803,test_replace_list,None,[self:Any],44,88
/app/Repos/pandas/pandas/tests/test_frame.py,8291,8297,test_pivot_empty,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10967,10996,test_reindex_multi,None,[self:Any],11,72
/app/Repos/pandas/pandas/tests/test_frame.py,8578,8584,test_align_fill_method_inner,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8584,8590,test_align_fill_method_outer,None,[self:Any],71
/app/Repos/pandas/pandas/tests/test_frame.py,6322,6352,test_append_empty_dataframe,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,6352,6394,test_append_dtypes,None,[self:Any],28,76
/app/Repos/pandas/pandas/tests/test_frame.py,11391,11401,test_constructor_ndarray_copy,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,11544,11553,test_modify_values,None,[self:Any],23,78
/app/Repos/pandas/pandas/tests/test_frame.py,7617,7673,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7739,7755,test_regex_replace_series_of_regexes,None,[self:Any],35,76
/app/Repos/pandas/pandas/tests/test_frame.py,8644,8766,test_where,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8683,8711,_check_align,None,[df:Any;cond:Any;other:Any;check_dtypes:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,8885,8894,test_transpose_get_view,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,11544,11553,test_modify_values,None,[self:Any],17,71
/app/Repos/pandas/pandas/tests/test_frame.py,7673,7690,test_regex_replace_dict_nested,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7739,7755,test_regex_replace_series_of_regexes,None,[self:Any],41,72
/app/Repos/pandas/pandas/tests/test_frame.py,7695,7709,test_regex_replace_list_to_scalar,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7739,7755,test_regex_replace_series_of_regexes,None,[self:Any],32,70
/app/Repos/pandas/pandas/tests/test_frame.py,6868,6908,test_drop_duplicates,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,6908,6930,test_drop_duplicates_tuple,None,[self:Any],68,88
/app/Repos/pandas/pandas/tests/test_frame.py,7709,7724,test_regex_replace_str_to_numeric,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7739,7755,test_regex_replace_series_of_regexes,None,[self:Any],53,86
/app/Repos/pandas/pandas/tests/test_frame.py,7071,7127,test_fillna,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7160,7167,test_bfill,None,[self:Any],35,81
/app/Repos/pandas/pandas/tests/test_frame.py,7153,7160,test_ffill,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7160,7167,test_bfill,None,[self:Any],52,86
/app/Repos/pandas/pandas/tests/test_frame.py,7724,7739,test_regex_replace_regex_list_to_numeric,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7739,7755,test_regex_replace_series_of_regexes,None,[self:Any],41,74
/app/Repos/pandas/pandas/tests/test_frame.py,7449,7491,test_regex_replace_list_obj,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7491,7539,test_regex_replace_list_obj_inplace,None,[self:Any],78
/app/Repos/pandas/pandas/tests/test_frame.py,7881,7892,test_replace_simple_nested_dict,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7892,7902,test_replace_simple_nested_dict_with_nonexistent_value,None,[self:Any],67,94
/app/Repos/pandas/pandas/tests/test_frame.py,9279,9309,test_apply_empty_infer_type,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9287,9296,_checkit,None,[axis:Any;raw:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,12642,12655,test_date_index_query_with_NaT,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],91
/app/Repos/pandas/pandas/tests/test_frame.py,9283,9301,_check,None,[df:Any;f:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9287,9296,_checkit,None,[axis:Any;raw:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,7617,7673,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7724,7739,test_regex_replace_regex_list_to_numeric,None,[self:Any],23,77
/app/Repos/pandas/pandas/tests/test_frame.py,7673,7690,test_regex_replace_dict_nested,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7724,7739,test_regex_replace_regex_list_to_numeric,None,[self:Any],27,70
/app/Repos/pandas/pandas/tests/test_frame.py,7695,7709,test_regex_replace_list_to_scalar,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7724,7739,test_regex_replace_regex_list_to_numeric,None,[self:Any],44,78
/app/Repos/pandas/pandas/tests/test_frame.py,4176,4183,test_from_records_with_index_data,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4183,4197,test_from_records_bad_index_column,None,[self:Any],37,74
/app/Repos/pandas/pandas/tests/test_frame.py,7709,7724,test_regex_replace_str_to_numeric,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7724,7739,test_regex_replace_regex_list_to_numeric,None,[self:Any],56,91
/app/Repos/pandas/pandas/tests/test_frame.py,9848,9909,test_combine_first,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10122,10135,test_combineMult,None,[self:Any],26,79
/app/Repos/pandas/pandas/tests/test_frame.py,12593,12605,test_date_query_with_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],24,73
/app/Repos/pandas/pandas/tests/test_frame.py,10078,10122,test_combineAdd,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10122,10135,test_combineMult,None,[self:Any],30,88
/app/Repos/pandas/pandas/tests/test_frame.py,12605,12616,test_date_query_no_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],18,75
/app/Repos/pandas/pandas/tests/test_frame.py,12616,12630,test_date_query_with_NaT,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],50,80
/app/Repos/pandas/pandas/tests/test_frame.py,12630,12642,test_date_index_query,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],80
/app/Repos/pandas/pandas/tests/test_frame.py,12655,12668,test_date_index_query_with_NaT_duplicates,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],41,80
/app/Repos/pandas/pandas/tests/test_frame.py,12881,12891,test_date_query_no_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12917,12930,test_date_index_query_with_NaT,None,[self:Any],18,75
/app/Repos/pandas/pandas/tests/test_frame.py,11777,11791,test_idxmin,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,11791,11805,test_idxmax,None,[self:Any],75
/app/Repos/pandas/pandas/tests/test_frame.py,4654,4684,test_modulo,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,4684,4711,test_div,None,[self:Any],56,83
/app/Repos/pandas/pandas/tests/test_frame.py,9154,9173,test_apply,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9249,9254,test_apply_axis1,None,[self:Any],40,88
/app/Repos/pandas/pandas/tests/test_frame.py,9982,9999,test_update,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10046,10057,test_update_raise,None,[self:Any],26,71
/app/Repos/pandas/pandas/tests/test_frame.py,12593,12605,test_date_query_with_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12616,12630,test_date_query_with_NaT,None,[self:Any],36,84
/app/Repos/pandas/pandas/tests/test_frame.py,4986,5098,test_bool_flex_frame,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,5019,5051,_test_seq,None,[df:Any;idx_ser:Any;col_ser:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,9982,9999,test_update,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10029,10046,test_update_filtered,None,[self:Any],73
/app/Repos/pandas/pandas/tests/test_frame.py,10012,10029,test_update_nooverwrite,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10046,10057,test_update_raise,None,[self:Any],26,71
/app/Repos/pandas/pandas/tests/test_frame.py,12605,12616,test_date_query_no_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12616,12630,test_date_query_with_NaT,None,[self:Any],39,88
/app/Repos/pandas/pandas/tests/test_frame.py,5487,5511,test_to_csv_cols_reordering,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,5517,5559,test_to_csv_new_dupe_cols,None,[self:Any],49,72
/app/Repos/pandas/pandas/tests/test_frame.py,10012,10029,test_update_nooverwrite,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10029,10046,test_update_filtered,None,[self:Any],66,90
/app/Repos/pandas/pandas/tests/test_frame.py,10029,10046,test_update_filtered,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10046,10057,test_update_raise,None,[self:Any],26,71
/app/Repos/pandas/pandas/tests/test_frame.py,12712,12725,test_query_doesnt_pickup_local,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12725,12737,test_query_builtin,None,[self:Any],48,80
/app/Repos/pandas/pandas/tests/test_frame.py,7071,7127,test_fillna,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7153,7160,test_ffill,None,[self:Any],35,86
/app/Repos/pandas/pandas/tests/test_frame.py,10329,10352,test_cummin,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10352,10375,test_cummax,None,[self:Any],41,83
/app/Repos/pandas/pandas/tests/test_frame.py,10317,10325,test_median,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10618,10627,test_median_corner,None,[self:Any],78
/app/Repos/pandas/pandas/tests/test_frame.py,12802,12811,test_nested_raises_on_local_self_reference,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12941,12971,test_nested_scope,None,[self:Any],52,86
/app/Repos/pandas/pandas/tests/test_frame.py,7617,7673,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7709,7724,test_regex_replace_str_to_numeric,None,[self:Any],30,79
/app/Repos/pandas/pandas/tests/test_frame.py,12082,12088,test_isin_empty,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12088,12106,test_isin_dict,None,[self:Any],39,92
/app/Repos/pandas/pandas/tests/test_frame.py,12071,12082,test_isin,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12106,12117,test_isin_with_string_scalar,None,[self:Any],57,71
/app/Repos/pandas/pandas/tests/test_multilevel.py,903,911,test_stack_unstack_preserve_names,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,926,954,test_stack_unstack_multiple,None,[self:Any],10,71
/app/Repos/pandas/pandas/tests/test_frame.py,7673,7690,test_regex_replace_dict_nested,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7709,7724,test_regex_replace_str_to_numeric,None,[self:Any],36,81
/app/Repos/pandas/pandas/tests/test_frame.py,12616,12630,test_date_query_with_NaT,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12891,12905,test_date_query_with_NaT,None,[self:Any],92
/app/Repos/pandas/pandas/tests/test_frame.py,12560,12567,check_raise_on_panel_with_multiindex,None,[self:Any;parser:Any;engine:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12571,12579,check_raise_on_panel4d_with_multiindex,None,[self:Any;parser:Any;engine:Any],22,80
/app/Repos/pandas/pandas/tests/test_multilevel.py,1534,1553,test_mixed_depth_get,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1619,1642,test_mixed_depth_pop,None,[self:Any],50,74
/app/Repos/pandas/pandas/tests/test_frame.py,7695,7709,test_regex_replace_list_to_scalar,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,7709,7724,test_regex_replace_str_to_numeric,None,[self:Any],41,78
/app/Repos/pandas/pandas/tests/test_frame.py,12593,12605,test_date_query_with_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12891,12905,test_date_query_with_NaT,None,[self:Any],36,84
/app/Repos/pandas/pandas/tests/test_frame.py,12688,12712,test_query_scope,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12802,12811,test_nested_raises_on_local_self_reference,None,[self:Any],24,79
/app/Repos/pandas/pandas/tests/test_multilevel.py,1553,1568,test_mixed_depth_insert,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1619,1642,test_mixed_depth_pop,None,[self:Any],55,78
/app/Repos/pandas/pandas/tests/test_frame.py,8041,8050,test_replace_dict_no_regex,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8050,8059,test_replace_series_no_regex,None,[self:Any],85
/app/Repos/pandas/pandas/tests/test_frame.py,12605,12616,test_date_query_no_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12891,12905,test_date_query_with_NaT,None,[self:Any],31,86
/app/Repos/pandas/pandas/tests/test_frame.py,12712,12725,test_query_doesnt_pickup_local,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12802,12811,test_nested_raises_on_local_self_reference,None,[self:Any],20,79
/app/Repos/pandas/pandas/tests/test_tseries.py,571,585,test_integers,None,[self:Any],/app/Repos/pandas/pandas/tests/test_tseries.py,602,620,test_floats,None,[self:Any],44,83
/app/Repos/pandas/pandas/tests/test_frame.py,9619,9685,test_sort_index,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9769,9788,test_sort_inplace,None,[self:Any],55,82
/app/Repos/pandas/pandas/tests/test_frame.py,12630,12642,test_date_index_query,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12891,12905,test_date_query_with_NaT,None,[self:Any],56,85
/app/Repos/pandas/pandas/tests/test_frame.py,12630,12642,test_date_index_query,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12905,12917,test_date_index_query,None,[self:Any],90
/app/Repos/pandas/pandas/stats/misc.py,211,241,_bucketpanel_by,None,[series:Any;xby:Any;yby:Any;xbins:Any;ybins:Any],/app/Repos/pandas/pandas/stats/misc.py,229,238,relabel,None,[key:Any],100
/app/Repos/pandas/pandas/tests/test_frame.py,9982,9999,test_update,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10012,10029,test_update_nooverwrite,None,[self:Any],66,94
/app/Repos/pandas/pandas/tests/test_frame.py,12642,12655,test_date_index_query_with_NaT,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12891,12905,test_date_query_with_NaT,None,[self:Any],50,80
/app/Repos/pandas/pandas/tests/test_frame.py,12593,12605,test_date_query_with_attribute_access,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,12905,12917,test_date_index_query,None,[self:Any],24,73
/app/Repos/pandas/pandas/tests/test_frame.py,3661,3714,test_astype,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10581,10588,test_sum_object,None,[self:Any],22,73
